"id","zugid","zugverkehrstyp","zugtyp","zugowner","zugklasse","zugnummer","zugnummerfull","linie","evanr","arzeitsoll","arzeitist","dpzeitsoll","dpzeitist","gleissoll","gleisist","datum","streckengeplanthash","streckenchangedhash","zugstatus"
"3077227","1887433341813152329-1712061845-8","S","p","M2","S","90842","S90842","28","8001579","19:07:00","19:09:00","19:08:00","19:10:00","2","2","2017-12-06","5a0dfc72","c62a6984","n"
"3077228","7617756418632057834-1712061813-30","S","p","03","S","33123","S33123","11","8001579","19:49:00","19:49:00","19:49:00","19:49:00","1","1","2017-12-06","b83d227a","c62a6984","n"
"3077229","-550322065735519071-1712061803-27","S","p","03","S","31820","S31820","8","8001579","19:14:00","19:15:00","19:14:00","19:15:00","2","2","2017-12-06","e75f30ab","c62a6984","n"
"3077230","-8575810913646569161-1712061823-27","S","p","03","S","31822","S31822","8","8001579","19:34:00","19:34:00","19:34:00","19:34:00","2","2","2017-12-06","e75f30ab","c62a6984","n"
"3077231","112136940021172725-1712061904-7","S","p","03","S","33140","S33140","11","8001579","19:20:00","19:28:00","19:20:00","19:28:00","2","2","2017-12-06","cbcf1e67","c62a6984","n"
"3077232","-129750175378840801-1712061844-7","S","p","03","S","33136","S33136","11","8001579","19:00:00","19:02:00","19:00:00","19:03:00","2","2","2017-12-06","cbcf1e67","c62a6984","n"
"3077233","6198789393217500752-1712061834-12","S","p","03","S","31817","S31817","8","8001579","19:06:00","19:24:00","19:06:00","19:24:00","1","1","2017-12-06","000ae510","6694a4f1","c"
"3077234","-4324728520661454683-1712061924-12","S","p","03","S","31827","S31827","8","8001579","19:56:00","19:56:00","19:56:00","19:56:00","1","1","2017-12-06","199c63e9","c62a6984","n"
"3077235","-5646903255687670253-1712061935-8","S","p","M2","S","90848","S90848","28","8001579","19:57:00","19:57:00","19:58:00","19:58:00","2","2","2017-12-06","5a0dfc72","c62a6984","n"
"3077236","-518457241603172417-1712061854-12","S","p","03","S","31825","S31825","8","8001579","19:26:00","19:36:00","19:26:00","19:37:00","1","1","2017-12-06","199c63e9","c62a6984","n"
"3077237","-9040068647807267266-1712061904-11","S","p","M2","S","90815","S90815","28","8001579","19:32:00","19:40:00","19:33:00","19:41:00","1","1","2017-12-06","834ac8c6","c62a6984","n"
"3077238","-7190550632495261238-1712061844-11","S","p","M2","S","90813","S90813","28","8001579","19:12:00","19:13:00","19:13:00","19:13:00","1","1","2017-12-06","834ac8c6","c62a6984","n"
"3077239","-1627429181980518664-1712061924-7","S","p","03","S","33142","S33142","11","8001579","19:40:00","19:45:00","19:40:00","19:46:00","2","2","2017-12-06","cbcf1e67","c62a6984","n"
"3077240","553466016301370507-1712061753-30","S","p","03","S","33121","S33121","11","8001579","19:19:00","19:20:00","19:19:00","19:20:00","1","1","2017-12-06","b83d227a","c62a6984","n"
"3077241","6960420220876683955-1712061905-8","S","p","M2","S","90844","S90844","28","8001579","19:27:00","19:39:00","19:28:00","19:39:00","2","2","2017-12-06","5a0dfc72","c62a6984","n"
"3077242","112136940021172725-1712061904-1","S","p","03","S","33140","S33140","11","8001580",NULL,NULL,"19:04:00","19:13:00","11","11","2017-12-06","cbcf1e67","dcc3809d","n"
"3077243","3045970326637396204-1712061733-36","S","p","03","S","33119","S33119","11","8001580","19:15:00","19:24:00",NULL,NULL,,,"2017-12-06","b83d227a","dcc3809d","n"
"3077244","3317786094872102989-1712061954-1","S","p","03","S","33144","S33144","11","8001580",NULL,NULL,"19:54:00","19:54:00","11","11","2017-12-06","cbcf1e67","dcc3809d","n"
"3077245","-1627429181980518664-1712061924-1","S","p","03","S","33142","S33142","11","8001580",NULL,NULL,"19:24:00","19:30:00","11","11","2017-12-06","cbcf1e67","dcc3809d","n"
"3077246","553466016301370507-1712061753-36","S","p","03","S","33121","S33121","11","8001580","19:35:00","19:37:00",NULL,NULL,,,"2017-12-06","b83d227a","dcc3809d","n"
"3077247","-6580714484899857699-1712061852-20","S","p","03","S","31625","S31625","6","8001581","19:46:00","20:02:00","19:47:00","20:02:00","2","2","2017-12-06","e83c45cb","000d75ab","n"
"3077248","6502039500581355398-1712061733-32","S","p","03","S","31114","S31114","1","8001581","19:06:00","19:09:00","19:07:00","19:09:00","1","1","2017-12-06","45aeb500","000d75ab","n"
"3077249","-8343097659835094887-1712061903-11","S","p","03","S","31624","S31624","6","8001581","19:34:00","19:40:00","19:34:00","19:40:00","1","1","2017-12-06","342f4ddf","000d75ab","n"
"3077250","-3630162680607639687-1712061923-11","S","p","03","S","31626","S31626","6","8001581","19:54:00","19:59:00","19:54:00","20:00:00","1","1","2017-12-06","342f4ddf","000d75ab","n"
"3077251","6078408858450385881-1712061856-9","S","p","03","S","31893","S31893","68","8001581","19:17:00","19:20:00","19:17:00","19:21:00","2","2","2017-12-06","2c2f46eb","000d75ab","n"
"3077252","2693789408636637793-1712061853-8","S","p","03","S","31127","S31127","1","8001581","19:12:00","19:16:00","19:13:00","19:16:00","2","2","2017-12-06","5ae48835","000d75ab","n"
"3077253","-4281503237800437844-1712061954-3","S","p","03","S","31120","S31120","1","8001581","19:58:00","20:03:00","19:58:00","20:04:00","1","1","2017-12-06","c5542e4a","000d75ab","n"
"3077254","3162448052939088140-1712061812-27","S","p","03","S","31623","S31623","6","8001581","19:26:00","19:27:00","19:27:00","19:27:00","2","2","2017-12-06","92e17f1b","000d75ab","n"
"3077255","-3962947298210271778-1712061913-8","S","p","03","S","31129","S31129","1","8001581","19:32:00","19:35:00","19:33:00","19:35:00","2","2","2017-12-06","4e627381","000d75ab","n"
"3077256","6411187792440157725-1712061752-27","S","p","03","S","31621","S31621","6","8001581","19:06:00","19:11:00","19:07:00","19:11:00","2","2","2017-12-06","92e17f1b","1ab592a9","n"
"3077257","-4070946646814993183-1712061753-32","S","p","03","S","31116","S31116","1","8001581","19:26:00","19:30:00","19:27:00","19:31:00","1","1","2017-12-06","45aeb500","000d75ab","n"
"3077258","-5138446375670313836-1712061843-11","S","p","03","S","31622","S31622","6","8001581","19:14:00","19:15:00","19:14:00","19:16:00","1","1","2017-12-06","342f4ddf","000d75ab","n"
"3077259","7617756418632057834-1712061813-32","S","p","03","S","33123","S33123","11","8001582","19:55:00","19:55:00","19:55:00","19:56:00","2","2","2017-12-06","b83d227a","a308a46c","n"
"3077260","6502039500581355398-1712061733-30","S","p","03","S","31114","S31114","1","8001582","19:01:00","19:03:00","19:01:00","19:04:00","1","1","2017-12-06","45aeb500","a308a46c","n"
"3077261","-8343097659835094887-1712061903-9","S","p","03","S","31624","S31624","6","8001582","19:28:00","19:34:00","19:29:00","19:35:00","1","1","2017-12-06","342f4ddf","a308a46c","n"
"3077262","-3630162680607639687-1712061923-9","S","p","03","S","31626","S31626","6","8001582","19:48:00","19:53:00","19:49:00","19:54:00","1","1","2017-12-06","342f4ddf","a308a46c","n"
"3077263","112136940021172725-1712061904-5","S","p","03","S","33140","S33140","11","8001582","19:13:00","19:22:00","19:14:00","19:23:00","1","1","2017-12-06","cbcf1e67","a308a46c","n"
"3077264","-3712392859876781944-1712061833-10","S","p","03","S","31123","S31123","1","8001582","19:08:00","19:09:00","19:09:00","19:09:00","2","2","2017-12-06","4e627381","a308a46c","n"
"3077265","2693789408636637793-1712061853-10","S","p","03","S","31127","S31127","1","8001582","19:18:00","19:22:00",NULL,NULL,,,"2017-12-06","5ae48835","a308a46c","n"
"3077266","-4281503237800437844-1712061954-1","S","p","03","S","31120","S31120","1","8001582",NULL,NULL,"19:54:00","19:58:00","1","1","2017-12-06","c5542e4a","a308a46c","n"
"3077267","-3155485626296909563-1712061813-30","S","p","03","S","31118","S31118","1","8001582","19:41:00","19:51:00","19:41:00","19:52:00","1","1","2017-12-06","e69d9b58","a308a46c","n"
"3077268","3045970326637396204-1712061733-32","S","p","03","S","33119","S33119","11","8001582","19:05:00","19:12:00","19:05:00","19:12:00","2","2","2017-12-06","b83d227a","a308a46c","n"
"3077269","3162448052939088140-1712061812-29","S","p","03","S","31623","S31623","6","8001582","19:32:00","19:32:00","19:32:00","19:33:00","2","2","2017-12-06","92e17f1b","a308a46c","n"
"3077270","-3962947298210271778-1712061913-10","S","p","03","S","31129","S31129","1","8001582","19:38:00","19:39:00","19:39:00","19:39:00","2","2","2017-12-06","4e627381","a308a46c","n"
"3077271","-1627429181980518664-1712061924-5","S","p","03","S","33142","S33142","11","8001582","19:33:00","19:40:00","19:34:00","19:41:00","1","1","2017-12-06","cbcf1e67","a308a46c","n"
"3077272","6411187792440157725-1712061752-29","S","p","03","S","31621","S31621","6","8001582","19:12:00","19:16:00","19:13:00","19:16:00","2","2","2017-12-06","92e17f1b","1ab592a9","n"
"3077273","-4070946646814993183-1712061753-30","S","p","03","S","31116","S31116","1","8001582","19:21:00","19:26:00","19:21:00","19:26:00","1","1","2017-12-06","45aeb500","a308a46c","n"
"3077274","553466016301370507-1712061753-32","S","p","03","S","33121","S33121","11","8001582","19:25:00","19:27:00","19:25:00","19:27:00","2","2","2017-12-06","b83d227a","a308a46c","n"
"3077275","-5138446375670313836-1712061843-9","S","p","03","S","31622","S31622","6","8001582","19:08:00","19:10:00","19:09:00","19:11:00","1","1","2017-12-06","342f4ddf","a308a46c","n"
"3077276","7617756418632057834-1712061813-33","S","p","03","S","33123","S33123","11","8001583","19:57:00","19:57:00","19:57:00","19:57:00","2","2","2017-12-06","b83d227a","8c2188c9","n"
"3077277","-8343097659835094887-1712061903-8","S","p","03","S","31624","S31624","6","8001583","19:26:00","19:32:00","19:26:00","19:32:00","1","1","2017-12-06","342f4ddf","8c2188c9","n"
"3077278","-3630162680607639687-1712061923-8","S","p","03","S","31626","S31626","6","8001583","19:46:00","19:50:00","19:46:00","19:51:00","1","1","2017-12-06","342f4ddf","8c2188c9","n"
"3077279","112136940021172725-1712061904-4","S","p","03","S","33140","S33140","11","8001583","19:12:00","19:20:00","19:12:00","19:20:00","1","1","2017-12-06","cbcf1e67","8c2188c9","n"
"3077280","-3712392859876781944-1712061833-11","S","p","03","S","31123","S31123","1","8001583","19:11:00","19:11:00","19:11:00","19:11:00","2","2","2017-12-06","4e627381","8c2188c9","n"
"3077281","-3155485626296909563-1712061813-29","S","p","03","S","31118","S31118","1","8001583","19:39:00","19:42:00","19:39:00","19:49:00","1","1","2017-12-06","e69d9b58","8c2188c9","n"
"3077282","3045970326637396204-1712061733-33","S","p","03","S","33119","S33119","11","8001583","19:07:00","19:14:00","19:07:00","19:14:00","2","2","2017-12-06","b83d227a","8c2188c9","n"
"3077283","3162448052939088140-1712061812-30","S","p","03","S","31623","S31623","6","8001583","19:34:00","19:34:00","19:34:00","19:34:00","2","2","2017-12-06","92e17f1b","8c2188c9","n"
"3077284","-3962947298210271778-1712061913-11","S","p","03","S","31129","S31129","1","8001583","19:40:00","19:40:00","19:41:00","19:41:00","2","2","2017-12-06","4e627381","8c2188c9","n"
"3077285","6163728154603017214-1712061833-29","S","p","03","S","31124","S31124","1","8001583","19:59:00","19:59:00","19:59:00","20:00:00","1","1","2017-12-06","e69d9b58","8c2188c9","n"
"3077286","-1627429181980518664-1712061924-4","S","p","03","S","33142","S33142","11","8001583","19:32:00","19:38:00","19:32:00","19:39:00","1","1","2017-12-06","cbcf1e67","8c2188c9","n"
"3077287","6411187792440157725-1712061752-30","S","p","03","S","31621","S31621","6","8001583","19:14:00","19:18:00","19:15:00","19:19:00","2","2","2017-12-06","92e17f1b","1ab592a9","n"
"3077288","-4070946646814993183-1712061753-29","S","p","03","S","31116","S31116","1","8001583","19:19:00","19:23:00","19:19:00","19:24:00","1","1","2017-12-06","45aeb500","8c2188c9","n"
"3077289","553466016301370507-1712061753-33","S","p","03","S","33121","S33121","11","8001583","19:27:00","19:28:00","19:27:00","19:29:00","2","2","2017-12-06","b83d227a","8c2188c9","n"
"3077290","-5138446375670313836-1712061843-8","S","p","03","S","31622","S31622","6","8001583","19:06:00","19:08:00","19:06:00","19:09:00","1","1","2017-12-06","342f4ddf","8c2188c9","n"
"3077291","-6580714484899857699-1712061852-16","S","p","03","S","31625","S31625","6","8001584","19:36:00","19:51:00","19:36:00","19:52:00","3","3","2017-12-06","e83c45cb","d618f30e","n"
"3077292","-8343097659835094887-1712061903-15","S","p","03","S","31624","S31624","6","8001584","19:44:00","19:50:00","19:45:00","19:51:00","4","4","2017-12-06","342f4ddf","d618f30e","n"
"3077293","6078408858450385881-1712061856-5","S","p","03","S","31893","S31893","68","8001584","19:06:00","19:06:00","19:06:00","19:07:00","3","3","2017-12-06","2c2f46eb","d618f30e","n"
"3077294","3793933394179608508-1712061823-15","S","p","03","S","31618","S31618","6","8001584","19:04:00","19:11:00","19:05:00","19:11:00","4","4","2017-12-06","342f4ddf","d618f30e","n"
"3077295","-2072031825536196010-1712061751-13","N","p","03","RE","10135","RE10135","1","8001584","19:12:00","19:18:00","19:13:00","19:18:00","1","1","2017-12-06","2d7e031b","d618f30e","n"
"3077296","2620350821415677605-1712061816-16","N","p","05","RE","10530","RE10530","5","8001584","19:53:00","20:06:00","19:54:00","20:07:00","1","1","2017-12-06","4986b5c6","d618f30e","n"
"3077297","7099105501859303066-1712061820-13","N","p","03","RE","10136","RE10136","1","8001584","19:45:00","19:50:00","19:46:00","19:51:00","2","2","2017-12-06","8ea0270a","d618f30e","n"
"3077298","3162448052939088140-1712061812-23","S","p","03","S","31623","S31623","6","8001584","19:16:00","19:16:00","19:16:00","19:16:00","3","3","2017-12-06","92e17f1b","d618f30e","n"
"3077299","-3722581152875871925-1712061912-16","S","p","03","S","31629","S31629","6","8001584","19:56:00","19:59:00","19:56:00","20:00:00","3","3","2017-12-06","9e661ea7","d618f30e","n"
"3077300","3456529764684205118-1712061811-9","N","p","03","RE","10529","RE10529","5","8001584","19:04:00","19:18:00","19:05:00","19:18:00","2","2","2017-12-06","876b171e","d618f30e","n"
"3077301","-5138446375670313836-1712061843-15","S","p","03","S","31622","S31622","6","8001584","19:24:00","19:26:00","19:25:00","19:27:00","4","4","2017-12-06","342f4ddf","d618f30e","n"
"3077302","1887433341813152329-1712061845-9","S","p","M2","S","90842","S90842","28","8001585","19:09:00","19:12:00","19:10:00","19:13:00","2","2","2017-12-06","5a0dfc72","772fd097","n"
"3077303","7617756418632057834-1712061813-29","S","p","03","S","33123","S33123","11","8001585","19:47:00","19:47:00","19:47:00","19:47:00","1","1","2017-12-06","b83d227a","772fd097","n"
"3077304","-550322065735519071-1712061803-28","S","p","03","S","31820","S31820","8","8001585","19:16:00","19:17:00","19:16:00","19:17:00","2","2","2017-12-06","e75f30ab","772fd097","n"
"3077305","-8575810913646569161-1712061823-28","S","p","03","S","31822","S31822","8","8001585","19:36:00","19:36:00","19:36:00","19:37:00","2","2","2017-12-06","e75f30ab","772fd097","n"
"3077306","112136940021172725-1712061904-8","S","p","03","S","33140","S33140","11","8001585","19:22:00","19:30:00","19:22:00","19:30:00","2","2","2017-12-06","cbcf1e67","772fd097","n"
"3077307","-129750175378840801-1712061844-8","S","p","03","S","33136","S33136","11","8001585","19:02:00","19:04:00","19:02:00","19:04:00","2","2","2017-12-06","cbcf1e67","772fd097","n"
"3077308","6198789393217500752-1712061834-11","S","p","03","S","31817","S31817","8","8001585","19:04:00","19:22:00","19:04:00","19:22:00","1","1","2017-12-06","000ae510","c5a0627b","c"
"3077309","-4324728520661454683-1712061924-11","S","p","03","S","31827","S31827","8","8001585","19:54:00","19:54:00","19:54:00","19:54:00","1","1","2017-12-06","199c63e9","772fd097","n"
"3077310","-5646903255687670253-1712061935-9","S","p","M2","S","90848","S90848","28","8001585","19:59:00","19:59:00","20:00:00","20:00:00","2","2","2017-12-06","5a0dfc72","772fd097","n"
"3077311","-518457241603172417-1712061854-11","S","p","03","S","31825","S31825","8","8001585","19:24:00","19:34:00","19:24:00","19:35:00","1","1","2017-12-06","199c63e9","772fd097","n"
"3077312","-9040068647807267266-1712061904-10","S","p","M2","S","90815","S90815","28","8001585","19:30:00","19:38:00","19:30:00","19:39:00","1","1","2017-12-06","834ac8c6","772fd097","n"
"3077313","-7190550632495261238-1712061844-10","S","p","M2","S","90813","S90813","28","8001585","19:10:00","19:10:00","19:10:00","19:11:00","1","1","2017-12-06","834ac8c6","772fd097","n"
"3077314","-1627429181980518664-1712061924-8","S","p","03","S","33142","S33142","11","8001585","19:42:00","19:47:00","19:42:00","19:48:00","2","2","2017-12-06","cbcf1e67","772fd097","n"
"3077315","553466016301370507-1712061753-29","S","p","03","S","33121","S33121","11","8001585","19:17:00","19:18:00","19:17:00","19:18:00","1","1","2017-12-06","b83d227a","772fd097","n"
"3077316","6960420220876683955-1712061905-9","S","p","M2","S","90844","S90844","28","8001585","19:29:00","19:41:00","19:30:00","19:41:00","2","2","2017-12-06","5a0dfc72","772fd097","n"
"3077317","7617756418632057834-1712061813-34","S","p","03","S","33123","S33123","11","8001586","19:59:00","19:59:00","19:59:00","19:59:00","2","2","2017-12-06","b83d227a","c20f2319","n"
"3077318","-8343097659835094887-1712061903-7","S","p","03","S","31624","S31624","6","8001586","19:24:00","19:30:00","19:24:00","19:31:00","1","1","2017-12-06","342f4ddf","c20f2319","n"
"3077319","-3630162680607639687-1712061923-7","S","p","03","S","31626","S31626","6","8001586","19:44:00","19:44:00","19:44:00","19:46:00","1","1","2017-12-06","342f4ddf","c20f2319","n"
"3077320","112136940021172725-1712061904-3","S","p","03","S","33140","S33140","11","8001586","19:10:00","19:18:00","19:10:00","19:18:00","1","1","2017-12-06","cbcf1e67","c20f2319","n"
"3077321","-3712392859876781944-1712061833-12","S","p","03","S","31123","S31123","1","8001586","19:13:00","19:13:00","19:13:00","19:13:00","2","2","2017-12-06","4e627381","c20f2319","n"
"3077322","-3155485626296909563-1712061813-28","S","p","03","S","31118","S31118","1","8001586","19:37:00","19:39:00","19:37:00","19:40:00","1","1","2017-12-06","e69d9b58","c20f2319","n"
